id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
280671066,1,15633050,Крылатское,10,41.5,2024,13.4,19.8,2.8,Монолитный,1,23,33,Чистовая,4,пассажирский
285778857,1,15828119,Электрозаводская,14,36.0,2025,16.9,9.8,3.1,Монолитный,1,8,17,Без отделки,1,пассажирский
273051206,3,16139679,Бульвар Адмирала Ушакова,7,55.4,2024,20.8,19.1,3.0,Монолитный,2,11,16,Чистовая,1,пассажирский
280318372,3,20484750,Окружная,12,71.5,2023,36.3,20.8,2.8,Панельный,2,17,21,Чистовая,4,пассажирский
285700448,2,21326980,Савёловская,13,46.0,2025,36.2,18.1,3.0,Монолитный,1,6,22,Без отделки,1,пассажирский
284047361,3,29300000,Шелепиха,12,84.5,2024,46.0,17.0,3.2,Монолитный,2,13,41,Без отделки,3,пассажирский
280653575,2,31300000,Павелецкая,11,59.9,2025,39.0,15.0,3.1,Монолитный,2,14,24,Без отделки,1,пассажирский
279283553,3,39000000,Фили,47,85.1,2021,52.0,17.0,3.2,Монолитно-кирпичный,2,4,24,Без отделки,1,пассажирский
269129840,2,45000000,Профсоюзная,9,113.4,2005,57.0,26.0,3.0,Монолитно-кирпичный,2,6,18,Без отделки,1,пассажирский
278952375,3,48546000,Калужская,18,83.7,2021,36.2,18.1,3.1,Монолитный,2,25,32,С отделкой,2,грузовой
276387305,2,51322000,Краснопресненская,4,76.6,2024,44.0,14.0,3.4,Монолитно-кирпичный,2,4,20,Без отделки,1,пассажирский
280871041,2,90000000,Смоленская,6,90.0,2019,36.2,18.1,3.6,Монолитный,2,2,5,Без отделки,0,пассажирский
274789010,2,104604000,Арбатская,9,113.7,2019,36.2,18.1,3.3,Монолитный,2,6,8,Без отделки,1,пассажирский
274447792,3,135000000,Китай-город,15,123.3,2023,36.2,18.1,3.1,Монолитный,2,5,8,Без отделки,1,пассажирский
284404561,2,139380000,Арбатская,9,121.2,2019,36.2,18.1,3.3,Монолитный,2,8,8,Без отделки,1,пассажирский
280427150,2,140640000,Смоленская,6,175.8,2019,36.2,18.1,3.6,Монолитный,3,3,5,Без отделки,0,пассажирский
274788002,2,173910000,Смоленская,6,204.6,2019,36.2,18.1,3.6,Монолитный,3,3,5,Без отделки,0,пассажирский
281513995,4,186039000,Ленинский проспект,13,206.71,2023,36.2,18.1,3.1,Монолитный,3,17,17,Предчистовая,2,пассажирский
277242727,2,7649700,Рассказовка,22,59.3,2023,36.2,18.1,3.1,Монолитный,1,6,9,Без отделки,1,пассажирский
276511265,2,9916185,Бунинская аллея,6,38.6,2024,23.0,6.6,2.6,Панельный,1,1,9,Чистовая,2,пассажирский
273052313,1,12651032,Филатов Луг,5,36.8,2024,12.4,11.1,3.0,Монолитный,1,11,15,Чистовая,1,пассажирский
281172336,1,8537083,Аминьевская,6,32.3,2024,9.6,16.0,2.6,Монолитный,1,33,33,Предчистовая,4,пассажирский
277902990,3,13981332,Бунинская аллея,5,61.3,2024,24.5,18.7,3.0,Монолитный,2,14,17,Предчистовая,1,пассажирский
283812047,1,18000000,Шелепиха,14,42.4,2024,36.2,18.4,3.1,Монолитный,1,31,41,Без отделки,4,пассажирский
285062535,2,19411786,Нагатинская,15,45.3,2023,11.5,23.4,2.9,Монолитный,1,19,26,Без отделки,3,пассажирский
284074477,3,24352501,Фили,5,68.7,2022,40.2,13.6,3.0,Монолитный,2,2,20,Предчистовая,2,пассажирский
279656852,3,24252662,Багратионовская,8,85.9,2025,35.7,23.8,2.7,Монолитный,2,3,32,Предчистовая,4,пассажирский
278208115,3,24500000,Тульская,4,65.3,2023,36.2,18.1,3.1,Монолитный,1,5,14,Без отделки,1,пассажирский
279657175,3,27094636,Фили,8,86.1,2025,35.7,23.8,2.7,Монолитный,2,8,32,Предчистовая,4,пассажирский
277691892,3,27000000,Зорге,13,76.98,2023,36.2,12.2,3.1,Монолитный,2,3,21,Без отделки,1,пассажирский
281620067,3,28250899,Багратионовская,7,97.8,2024,46.3,25.8,2.7,Монолитный,2,6,24,Предчистовая,4,пассажирский
276334577,3,30683174,Багратионовская,8,99.6,2024,47.1,30.7,2.7,Монолитный,2,4,12,Предчистовая,3,пассажирский
277738131,2,33339999,Белорусская,7,75.3,2024,29.6,25.4,3.2,Монолитный,1,5,21,Без отделки,1,пассажирский
285700442,3,34070649,Савёловская,13,83.8,2025,36.2,18.1,3.0,Монолитный,2,7,9,Без отделки,1,пассажирский
283969890,3,40042990,Савёловская,13,88.3,2025,36.2,18.1,3.0,Монолитный,2,7,9,Чистовая,1,пассажирский
278102014,3,45480000,Панфиловская,12,81.39,2023,34.1,22.2,4.1,Монолитный,2,9,12,Черновая,1,пассажирский
284224533,4,49000000,Минская,14,98.0,2023,60.8,15.0,3.0,Монолитный,3,4,14,Без отделки,1,пассажирский
284916935,4,58848496,Академическая,1,120.1,2025,43.6,54.7,3.0,Монолитный,2,3,19,Без отделки,1,пассажирский
263389568,3,95137500,Новокузнецкая,8,107.5,2016,36.2,18.1,3.2,Монолитно-кирпичный,2,6,7,Без отделки,2,грузовой
263389561,3,98489160,Новокузнецкая,8,146.3,2016,36.2,18.1,3.2,Монолитно-кирпичный,2,3,7,Без отделки,2,грузовой
274788985,4,198770000,Арбатская,9,180.7,2019,36.2,18.1,3.3,Монолитный,3,8,8,Без отделки,1,пассажирский
274788987,4,206135000,Арбатская,9,240.5,2019,36.2,18.1,3.3,Монолитный,3,8,8,Без отделки,1,пассажирский
277242360,1,5992000,Рассказовка,21,42.8,2023,36.2,18.1,3.1,Монолитный,1,2,9,Без отделки,1,пассажирский
268471352,1,11649006,Румянцево,17,41.0,2022,36.2,18.1,3.1,Монолитный,1,9,9,Без отделки,1,пассажирский
273052423,2,15638707,Филатов Луг,5,51.0,2024,23.6,12.2,3.0,Монолитный,1,12,15,Чистовая,1,пассажирский
273053261,3,17036894,Прокшино,6,75.8,2024,38.4,20.7,3.0,Монолитный,2,12,12,Без отделки,1,пассажирский
285060536,1,7480712,Пятницкое шоссе,4,32.1,2025,9.4,16.0,2.8,Монолитный,1,3,32,Чистовая,4,пассажирский
284814251,1,7907040,Кантемировская,19,32.3,2025,9.4,14.6,2.6,Монолитный,1,3,33,Чистовая,4,пассажирский
282439876,1,9355540,Кантемировская,4,35.9,2024,10.6,18.1,2.6,Монолитный,1,16,33,Чистовая,4,пассажирский
273873772,1,9920791,Бунинская аллея,15,38.6,2025,16.2,13.2,2.9,Монолитный,1,11,30,Без отделки,3,грузовой
270817638,3,14826720,Бунинская аллея,6,79.0,2024,40.8,23.1,2.6,Панельный,1,5,17,Чистовая,2,пассажирский
265095324,1,16310000,Минская,13,27.0,2023,11.1,6.7,3.1,Монолитный,1,9,14,Без отделки,2,пассажирский
270787685,3,18239424,Яхромская,4,78.72,2023,32.3,8.8,2.8,Монолитный,2,28,33,Чистовая,3,пассажирский
279656857,2,18816441,Багратионовская,8,58.3,2025,25.7,22.4,2.7,Монолитный,1,30,32,Предчистовая,4,пассажирский
284976962,2,21900000,Шелепиха,8,50.2,2023,30.0,5.0,3.1,Монолитный,1,6,32,Чистовая,4,пассажирский
279656841,3,24496819,Багратионовская,8,85.4,2025,35.6,23.8,2.7,Монолитный,2,21,32,Предчистовая,4,пассажирский
271115470,3,27352704,Фили,4,76.0,2021,43.4,13.9,3.0,Монолитный,2,2,20,Без отделки,2,пассажирский
276332897,3,29310776,Фили,3,97.4,2021,40.2,20.6,3.0,Монолитный,2,2,20,Без отделки,2,пассажирский
277738020,2,29699999,Белорусская,7,73.09,2024,29.4,25.0,3.2,Монолитный,1,2,21,Без отделки,1,пассажирский
285548453,2,38000000,Краснопресненская,2,55.0,2024,38.0,12.0,3.0,Монолитно-кирпичный,1,7,20,Без отделки,1,пассажирский
284046689,4,46497592,Савёловская,13,119.1,2025,36.2,18.1,3.0,Монолитный,2,14,22,Без отделки,1,пассажирский
284090383,5,91632000,Терехово,8,200.0,2023,36.2,18.1,3.1,Монолитный,3,5,15,Без отделки,1,пассажирский
284780295,5,170000000,Улица 1905 года,9,190.0,2023,140.0,18.1,3.1,Монолитный,4,11,21,Чистовая,2,пассажирский
279788907,1,8081766,Пятницкое шоссе,4,35.7,2025,10.3,18.3,2.8,Монолитный,1,20,32,Чистовая,4,пассажирский
281410373,1,9507150,Нижегородская,5,34.26,2024,13.9,10.6,2.6,Монолитный,1,2,33,Чистовая,4,пассажирский
280381626,1,15095360,Воронцовская,6,29.3,2023,36.2,18.1,3.1,Монолитный,1,6,34,Предчистовая,2,пассажирский
265095400,1,16730000,Минская,1,27.1,2023,11.1,6.7,3.1,Монолитный,1,10,14,Без отделки,2,пассажирский
279830128,1,16800000,Минская,1,26.84,2023,36.2,18.1,3.1,Монолитный,1,2,15,Без отделки,1,пассажирский
272351442,3,18736800,Водный стадион,5,59.2,2023,35.2,8.1,2.7,Монолитный,2,29,32,Предчистовая,4,пассажирский
280757018,2,21066474,Нагатинская,4,58.6,2025,26.0,15.7,3.2,Монолитный,2,2,28,Предчистовая,2,пассажирский
284493801,2,23000000,Калужская,40,66.4,2023,30.1,14.1,3.1,Монолитный,2,11,32,Без отделки,2,пассажирский
270791124,2,24583283,Фили,5,55.3,2022,21.3,20.7,3.0,Монолитный,2,17,20,Предчистовая,2,пассажирский
285693141,3,31900000,Спартак,9,111.34,2023,48.4,31.1,3.0,Монолитный,3,4,14,Без отделки,1,пассажирский
282792210,2,34947900,Курская,15,37.7,2023,12.2,17.8,3.1,Монолитный,1,20,21,Без отделки,1,пассажирский
272669201,4,35167892,Фили,5,121.7,2022,69.0,12.5,3.0,Монолитный,3,2,20,Предчистовая,2,пассажирский
285082387,2,38158900,Красные ворота,7,51.22,2023,36.2,26.4,3.2,Монолитный,1,3,19,Чистовая,7,грузовой
270791114,4,37928941,Фили,5,116.1,2022,67.1,12.6,3.0,Монолитный,3,3,20,Предчистовая,2,пассажирский
285082378,2,39239150,Красные ворота,7,52.67,2023,36.2,27.8,3.2,Монолитный,1,3,19,Чистовая,7,грузовой
277738177,3,39939999,Белорусская,7,91.99,2024,47.0,28.5,3.2,Монолитный,1,6,21,Без отделки,1,пассажирский
279205751,3,46892921,Алексеевская,4,114.8,2021,36.2,18.1,3.1,Монолитный,2,4,15,Без отделки,1,пассажирский
285794082,2,74000000,Парк Победы,5,64.75,2023,36.2,18.1,3.1,Монолитный,2,9,10,Чистовая,2,пассажирский
284604875,3,85000000,Улица 1905 года,5,96.0,2023,67.2,15.0,3.0,Монолитный,2,10,21,Без отделки,1,пассажирский
263389559,3,102282820,Новокузнецкая,8,146.6,2016,36.2,18.1,3.2,Монолитно-кирпичный,2,2,7,Без отделки,2,грузовой
285082364,5,169000001,Красные ворота,7,154.05,2023,43.4,70.2,3.2,Монолитный,3,15,19,Чистовая,7,грузовой
280460507,1,8061320,Пятницкое шоссе,15,46.97,2023,15.1,17.0,2.8,Монолитный,1,3,28,Чистовая,1,пассажирский
282440088,1,8170900,Красный Строитель,5,32.36,2025,9.4,16.4,2.7,Монолитный,1,2,33,Чистовая,4,пассажирский
285556461,1,8499000,Братиславская,15,36.0,2024,36.2,16.5,2.6,Монолитный,1,4,15,Чистовая,1,пассажирский
282641306,1,9800000,Некрасовка,12,37.3,2022,16.9,12.9,2.8,Монолитный,1,7,23,Чистовая,1,пассажирский
278391098,1,10681020,Свиблово,6,34.3,2025,10.1,15.8,2.7,Монолитный,1,11,25,Чистовая,3,пассажирский
279657310,2,13259980,Фили,8,38.4,2025,24.3,6.2,2.7,Монолитный,1,20,32,Предчистовая,4,пассажирский
284949613,2,14000000,Авиамоторная,10,38.2,2023,36.2,7.0,3.1,Монолитный,1,17,26,Без отделки,1,пассажирский
281036367,1,15500000,Площадь Ильича,11,42.3,2024,13.0,17.0,3.1,Монолитный,1,5,22,Без отделки,1,пассажирский
272864206,1,16235578,Тульская,14,39.74,2024,11.4,20.2,2.8,Монолитный,1,2,20,Без отделки,1,пассажирский
283385785,1,17500000,Раменки,6,40.9,2022,16.6,11.1,3.1,Монолитный,1,2,11,Без отделки,2,пассажирский
285546472,1,19500000,Фили,8,42.0,2024,36.2,18.1,3.2,Монолитный,1,27,41,Без отделки,2,пассажирский
285750981,3,32500000,Серпуховская,16,66.3,2023,28.6,24.0,3.1,Монолитный,1,19,46,Без отделки,4,пассажирский
270783473,4,33365606,Багратионовская,8,115.2,2024,63.3,17.0,2.7,Монолитный,3,2,12,Предчистовая,3,пассажирский
279147876,2,35250000,Курская,117,47.0,2023,38.0,18.1,3.1,Монолитный,1,12,21,Чистовая,1,пассажирский
272670038,4,36084972,Багратионовская,8,115.5,2024,63.3,17.0,2.7,Монолитный,3,6,12,Предчистовая,3,пассажирский
277738001,3,36229999,Белорусская,7,90.33,2024,45.6,28.4,3.2,Монолитный,1,2,21,Без отделки,1,пассажирский
282920066,4,59450615,Алексеевская,4,126.4,2021,36.2,18.1,3.1,Монолитный,2,15,15,Без отделки,1,пассажирский
276788222,5,66496920,Кунцевская,10,147.28,2021,100.6,18.1,3.0,Монолитный,2,24,24,Без отделки,1,пассажирский
282338642,3,85500000,Парк Победы,5,103.0,2023,72.0,20.0,3.1,Монолитный,2,8,10,Чистовая,1,пассажирский
278625206,3,112000000,Улица 1905 года,6,112.5,2023,36.2,18.1,3.1,Монолитный,3,6,21,Чистовая,1,пассажирский
284503835,5,150272800,Выставочная,7,163.34,2023,133.8,24.5,3.0,Монолитный,3,57,65,Без отделки,4,пассажирский
279737536,4,160000000,Парк Победы,5,162.5,2023,100.0,18.1,3.1,Монолитный,3,4,11,Чистовая,1,пассажирский
279435695,2,9055110,Улица Скобелевская,5,50.9,2024,24.6,16.5,2.7,Панельный,1,2,17,Чистовая,2,пассажирский
279410995,2,9343800,Улица Скобелевская,5,52.2,2024,24.1,17.8,2.7,Панельный,1,12,17,Чистовая,2,пассажирский
284914632,2,9919330,Свиблово,6,32.3,2025,19.9,4.3,2.7,Монолитный,1,2,15,Чистовая,2,пассажирский
282379077,2,9874110,Щербинка,11,50.95,2024,20.6,18.0,2.6,Монолитный,1,10,17,Чистовая,2,пассажирский
284669896,2,10328680,Щербинка,12,59.6,2024,22.2,18.4,2.6,Монолитный,2,16,17,Чистовая,2,пассажирский
275356516,1,13400000,Серпуховская,15,20.0,2024,14.0,18.1,3.0,Монолитный,1,23,46,Без отделки,1,пассажирский
281437461,1,17000000,Технопарк,5,40.5,2023,11.2,18.4,3.1,Монолитный,1,4,7,Без отделки,1,пассажирский
282646899,1,18090000,Беговая,7,40.2,2022,36.2,18.1,2.8,Панельный,1,24,25,Чистовая,3,пассажирский
282869760,1,18900000,Беломорская,10,43.61,2022,20.0,10.0,3.1,Монолитно-кирпичный,1,17,20,Чистовая,1,пассажирский
281636919,3,24200000,Бутырская,12,62.2,2024,36.2,15.0,3.1,Кирпичный,2,5,28,Без отделки,3,пассажирский
278869078,2,24990000,Площадь Ильича,10,75.0,2024,33.0,18.0,3.1,Монолитный,1,4,7,Без отделки,1,пассажирский
284806741,1,35000000,Минская,13,45.0,2023,36.2,21.0,3.6,Монолитный,1,5,14,Без отделки,1,пассажирский
275129773,3,36500000,Студенческая,7,76.0,2023,53.0,18.1,3.1,Монолитный,2,22,41,Без отделки,2,пассажирский
283104086,3,39500000,Автозаводская,5,86.0,2023,50.7,11.6,3.1,Монолитный,2,7,14,Без отделки,1,пассажирский
284806740,5,92000000,Минская,13,139.0,2023,36.2,31.0,3.6,Монолитный,3,3,13,Без отделки,1,пассажирский
283253466,5,184228000,Выставочная,7,167.48,2023,137.4,25.1,3.0,Монолитный,3,20,65,Чистовая,4,пассажирский
274705273,2,201178000,Маяковская,9,118.34,2023,36.2,10.0,3.2,Монолитный,2,3,12,Без отделки,7,пассажирский
283541963,2,13056470,Черкизовская,9,48.7,2025,21.6,16.9,2.7,Монолитный,1,16,33,Чистовая,4,пассажирский
280865537,2,13328840,Бабушкинская,6,52.6,2025,27.5,11.3,2.6,Монолитный,1,2,33,Чистовая,4,пассажирский
271319173,1,15546432,Зорге,16,37.4,2022,14.4,12.7,4.5,Монолитный,1,2,12,Без отделки,1,пассажирский
270791974,2,22401750,Крылатское,10,59.5,2024,24.2,22.3,2.8,Монолитный,2,32,33,Чистовая,4,пассажирский
278667915,2,26000000,ЗИЛ,3,85.0,2024,32.8,27.8,3.1,Монолитный,1,10,28,Без отделки,1,пассажирский
283152826,2,26000000,Спортивная,4,54.0,2023,36.2,18.1,3.1,Монолитный,1,4,41,Чистовая,1,пассажирский
281561666,2,27318000,Спортивная,5,47.1,2023,36.2,18.1,3.1,Монолитный,1,21,41,Чистовая,1,пассажирский
284591313,2,28000000,Алексеевская,11,74.67,2023,49.7,5.1,3.1,Монолитный,1,15,35,Без отделки,3,пассажирский
278386199,3,40500000,Минская,15,93.0,2024,50.0,13.0,3.1,Монолитный,3,7,14,Без отделки,2,пассажирский
283916017,1,8400000,Черкизовская,10,30.0,2024,10.0,11.5,3.1,Монолитный,1,33,33,Чистовая,4,пассажирский
275152432,2,11200000,Пятницкое шоссе,15,47.79,2023,36.2,11.0,3.1,Монолитный,1,8,25,Чистовая,3,пассажирский
283545053,2,11807640,Рижская,16,52.0,2023,25.2,16.7,2.6,Монолитный,1,2,21,Чистовая,3,пассажирский
285818489,2,12250000,Волгоградский проспект,2,51.2,2024,22.1,18.8,3.1,Монолитный,1,12,23,Без отделки,1,пассажирский
279429573,2,12950000,Преображенская площадь,9,37.0,2022,36.2,18.1,3.1,Монолитный,1,5,9,Без отделки,2,пассажирский
284595434,1,13990000,Дмитровская,5,37.0,2025,11.0,19.0,3.1,Монолитный,1,2,43,Чистовая,2,пассажирский
283707052,2,14700000,Новохохловская,10,56.3,2022,21.8,21.3,2.6,Монолитный,2,4,24,Чистовая,1,пассажирский
280089743,2,14927560,Бабушкинская,6,62.8,2025,26.7,19.8,2.6,Монолитный,1,32,33,Чистовая,4,пассажирский
283223144,2,15650880,Окружная,12,47.6,2023,22.6,15.3,2.8,Панельный,1,20,21,Чистовая,4,пассажирский
282823542,1,15757280,Зорге,13,36.84,2023,10.9,17.5,3.2,Монолитный,1,2,21,Черновая,2,пассажирский
283051342,1,16100000,Минская,20,49.9,2024,18.0,18.7,3.1,Монолитный,1,8,52,Без отделки,3,пассажирский
284125746,1,16680000,Технопарк,8,41.0,2022,19.0,17.0,3.0,Монолитный,1,4,21,Без отделки,1,пассажирский
268969285,1,16755480,Зорге,16,42.7,2022,20.1,10.5,4.5,Монолитный,1,4,26,Без отделки,3,пассажирский
285098231,1,17500000,Воронцовская,5,44.1,2023,16.0,17.0,3.1,Монолитный,1,19,34,Без отделки,3,пассажирский
270794596,2,18489170,Окружная,10,67.9,2023,28.0,21.1,2.8,Панельный,2,2,11,Чистовая,2,пассажирский
284244211,2,18900000,Крымская,21,45.7,2023,15.5,17.6,3.1,Монолитный,1,21,42,Без отделки,4,пассажирский
280805531,2,19139163,Бульвар Рокоссовского,3,64.1,2024,36.2,18.1,3.0,Монолитный,1,3,19,Без отделки,1,грузовой
280805533,2,19204863,Бульвар Рокоссовского,3,61.9,2024,36.2,18.1,3.0,Монолитный,1,2,19,Без отделки,1,грузовой
279637163,3,21744329,Калитники,11,76.48,2023,36.2,18.1,3.0,Монолитно-кирпичный,2,18,21,Без отделки,1,пассажирский
285700284,3,23490000,Шелепиха,19,70.0,2024,30.0,23.0,3.1,Монолитный,1,4,41,Без отделки,4,пассажирский
270782013,4,25746180,Бутырская,3,86.6,2023,54.8,5.0,2.6,Монолитный,2,2,32,Предчистовая,4,пассажирский
285107418,1,28738853,Аэропорт,12,40.7,2022,36.2,9.4,3.1,Монолитный,1,16,41,Предчистовая,4,пассажирский
284688743,3,29965000,Шелепиха,5,67.2,2023,38.5,15.0,3.1,Монолитный,1,6,30,Чистовая,4,пассажирский
283505360,1,30430000,Панфиловская,12,59.67,2023,20.4,18.7,4.1,Монолитный,1,2,12,Черновая,1,пассажирский
283248006,3,30500000,ЗИЛ,15,97.0,2024,43.0,28.0,3.1,Монолитный,2,10,28,Без отделки,2,пассажирский
284236624,2,32500000,Терехово,14,59.9,2023,26.2,18.2,3.1,Монолитный,2,3,13,Без отделки,1,пассажирский
280508684,4,33000000,Шелепиха,5,105.0,2024,61.0,15.0,3.1,Монолитный,2,13,43,Без отделки,2,пассажирский
285293961,1,33506280,Зорге,13,53.2,2023,36.2,18.1,3.2,Монолитный,1,21,21,Черновая,2,пассажирский
280947474,1,33327038,ЦСКА,11,41.4,2021,36.2,4.6,3.1,Монолитный,1,2,40,Чистовая,4,пассажирский
284409793,5,34597485,Бунинская аллея,15,187.8,2023,69.4,18.0,3.0,Монолитный,3,2,23,Предчистовая,1,пассажирский
283560844,3,35000000,Технопарк,8,70.0,2022,36.2,7.0,3.3,Монолитный,2,1,21,Без отделки,1,пассажирский
282644792,3,39000000,Автозаводская,5,94.45,2023,60.9,12.3,3.1,Монолитный,3,9,16,Без отделки,1,пассажирский
279148037,3,44900000,Курская,113,77.3,2023,55.0,17.0,3.1,Монолитный,2,8,21,Чистовая,1,пассажирский
278011024,4,48140800,Петровский Парк,5,118.5,2024,36.2,18.1,3.1,Монолитный,2,2,8,Без отделки,1,пассажирский
267352404,2,49920000,Панфиловская,12,85.91,2023,40.3,21.6,4.1,Монолитный,1,5,12,Черновая,1,пассажирский
279968231,4,51000000,Телецентр,9,109.0,2024,36.2,18.1,3.0,Монолитный,3,16,28,Без отделки,3,пассажирский
267352403,2,50730000,Панфиловская,12,89.74,2023,35.6,14.3,4.1,Монолитный,2,3,12,Черновая,1,пассажирский
285612822,4,58556024,Стрешнево,9,129.2,2023,70.0,18.8,5.2,Монолитный,3,19,21,Без отделки,1,пассажирский
284196394,4,59302800,Сокольники,10,96.9,2021,36.2,18.1,3.4,Монолитный,2,4,16,Без отделки,1,пассажирский
285612899,4,59980012,Стрешнево,10,124.1,2023,70.8,15.3,3.1,Монолитный,2,18,21,Без отделки,1,пассажирский
283964369,4,87360664,Алексеевская,10,168.9,2022,80.8,12.3,0.0,Монолитно-кирпичный,3,9,19,Черновая,1,грузовой
276631034,2,6716269,Пятницкое шоссе,15,35.95,2023,11.2,18.1,2.8,Монолитный,1,28,28,Чистовая,1,пассажирский
276630855,2,7936246,Пятницкое шоссе,15,46.11,2023,13.3,18.1,2.8,Монолитный,1,25,28,Чистовая,1,пассажирский
281730923,1,8230040,Бульвар Рокоссовского,3,32.3,2024,9.5,16.1,2.7,Монолитный,1,5,33,Чистовая,4,пассажирский
284563809,2,8694390,Медведково,19,35.3,2025,21.2,5.1,2.7,Монолитный,1,3,32,Чистовая,4,пассажирский
284856475,2,9700000,Коммунарка,7,37.8,2023,21.4,7.0,3.0,Монолитный,1,6,16,Без отделки,1,пассажирский
284250674,1,10900000,Волоколамская,15,39.5,2025,12.0,20.3,3.0,Монолитный,1,4,53,Без отделки,2,пассажирский
278925124,1,11000000,Спартак,7,37.3,2025,10.1,17.5,3.0,Монолитный,1,24,52,Чистовая,4,пассажирский
283223146,1,11215680,Окружная,12,33.6,2023,15.6,10.5,2.8,Панельный,1,20,21,Чистовая,4,пассажирский
279627225,1,11468050,Окружная,12,31.9,2023,9.1,14.5,2.8,Панельный,1,14,21,Чистовая,4,пассажирский
284758646,2,12500000,Ольховая,14,56.6,2023,25.0,18.5,3.1,Монолитный,1,4,13,Без отделки,2,пассажирский
284205223,1,12550000,Давыдково,18,37.4,2023,22.9,6.5,3.3,Монолитный,1,4,30,Без отделки,2,пассажирский
283886177,2,13093523,Пятницкое шоссе,6,60.8,2022,30.3,9.3,2.8,Монолитный,1,7,25,Без отделки,1,пассажирский
283769346,2,13750000,Окская,10,41.7,2022,17.6,12.7,2.6,Монолитный,1,22,30,Чистовая,3,пассажирский
278317416,2,14500000,Румянцево,16,60.0,2022,29.0,13.0,3.1,Монолитный,1,7,9,Без отделки,1,пассажирский
285695404,1,16000000,Верхние котлы,17,36.8,2023,17.7,11.4,3.0,Монолитный,1,12,24,Чистовая,1,пассажирский
277323844,3,16201879,Черкизовская,9,72.1,2025,32.4,26.4,2.7,Монолитный,2,2,33,Чистовая,4,пассажирский
278638206,3,16765700,Нижегородская,6,77.98,2024,33.7,24.2,2.6,Монолитный,2,26,26,Чистовая,4,пассажирский
285340352,3,18100000,Стрешнево,9,61.7,2022,46.1,2.6,2.9,Монолитный,1,6,22,Без отделки,1,пассажирский
284224892,2,18990000,Авиамоторная,12,56.3,2023,36.2,18.1,3.1,Монолитный,1,13,27,Без отделки,3,пассажирский
279147797,2,19630000,Минская,11,54.3,2024,36.8,6.0,3.1,Монолитно-кирпичный,1,30,52,Чистовая,4,пассажирский
284103479,2,20000000,Авиамоторная,13,66.0,2023,29.4,20.1,2.7,Монолитный,2,11,26,Чистовая,3,пассажирский
281612373,2,21862530,Крымская,18,42.1,2023,36.2,18.1,3.3,Монолитный,1,30,42,Без отделки,6,пассажирский
284356457,2,23000000,Аминьевская,12,62.9,2022,24.8,20.0,3.1,Монолитный,2,37,41,Без отделки,1,пассажирский
284809172,2,24998960,Калужская,9,75.4,2023,39.2,20.0,3.1,Монолитный,1,16,46,Чистовая,4,пассажирский
279147878,2,25500000,Бутырская,11,72.0,2024,24.0,23.0,3.1,Монолитный,2,2,28,Без отделки,3,пассажирский
284708478,2,25979700,Шелепиха,5,62.0,2023,32.5,12.2,3.1,Монолитный,2,11,44,Чистовая,4,пассажирский
278897426,3,28000000,Марьина роща,8,85.0,2024,43.0,20.0,3.1,Монолитный,2,26,55,Без отделки,4,пассажирский
285486403,1,30000000,Юго-Западная,5,70.8,2023,23.0,15.1,3.0,Монолитный,1,8,25,Без отделки,1,пассажирский
279147919,3,30000000,Полежаевская,10,92.6,2022,51.5,19.5,3.1,Монолитный,2,6,13,Без отделки,1,пассажирский
283716533,3,32500000,Калужская,40,96.8,2023,45.5,27.7,3.0,Монолитный,2,5,35,Чистовая,2,пассажирский
284896481,3,36000000,Шелепиха,10,69.0,2024,31.0,19.0,3.1,Монолитный,2,21,43,Без отделки,3,пассажирский
281151839,3,37500000,Римская,7,92.5,2024,40.0,21.2,3.4,Монолитный,1,3,22,Без отделки,1,пассажирский
284733461,2,37600000,Алексеевская,10,75.5,2022,54.5,16.0,3.1,Монолитно-кирпичный,2,8,18,Без отделки,1,пассажирский
283166673,2,42000000,Краснопресненская,4,65.5,2024,36.4,13.0,3.3,Монолитный,1,7,20,Без отделки,1,пассажирский
285375136,2,43000000,Юго-Западная,5,118.1,2023,65.5,13.8,3.0,Монолитный,1,17,32,Без отделки,1,пассажирский
284017812,3,45954000,Терехово,8,100.1,2023,36.2,18.1,3.1,Монолитный,2,5,15,Без отделки,3,пассажирский
282354376,4,47000000,Терехово,8,104.0,2024,36.2,18.1,3.1,Монолитный,1,5,23,Без отделки,1,пассажирский
284554681,4,48000000,Улица Сергея Эйзенштейна,12,93.3,2023,57.9,10.5,3.8,Монолитный,2,29,29,Без отделки,2,пассажирский
272329486,2,54750000,Улица 1905 года,6,64.41,2023,36.2,18.1,3.1,Монолитный,1,8,21,Чистовая,1,пассажирский
279162474,3,75000000,Парк Победы,7,101.9,2023,68.0,21.0,3.4,Монолитный,1,7,10,Без отделки,1,пассажирский
281351209,3,79500000,Парк Победы,7,102.7,2023,77.0,17.0,3.4,Монолитный,1,4,10,Без отделки,1,пассажирский
282904464,3,85000000,Парк Победы,7,101.0,2023,70.0,21.0,3.2,Монолитный,1,1,10,Без отделки,1,пассажирский
272755377,3,85280000,Улица 1905 года,12,106.6,2022,36.2,18.1,3.1,Монолитный,1,9,16,Чистовая,1,пассажирский
271068104,3,99464000,Улица 1905 года,12,124.33,2022,36.2,18.1,3.1,Монолитный,2,5,16,Чистовая,1,пассажирский
