id,number of rooms,price(rub),metro,time(min),total area(м²),year of completion,living area(м²),kitchen area(м²),ceiling height(м),type of house,WC,apartment floor,total floors,readiness,num of elevators,type of elevators
285543682,4,105000000,Улица 1905 года,6,108.3,2023,36.2,18.1,3.1,Монолитный,3,16,21,Чистовая,2,пассажирский
277706203,3,109677500,Парк Победы,5,115.45,2023,36.2,18.1,3.1,Монолитный,2,1,11,Чистовая,1,пассажирский
278263251,2,114450000,Кропоткинская,3,65.4,2024,36.2,18.1,3.1,Монолитный,1,5,6,Без отделки,1,пассажирский
285539270,3,122230000,Улица 1905 года,6,127.6,2023,36.2,18.1,3.1,Монолитный,3,6,21,Чистовая,2,пассажирский
276134091,3,125000000,Кузнецкий мост,3,83.7,2024,36.2,18.1,3.1,Монолитный,1,3,6,Чистовая,1,пассажирский
271819857,5,200000000,Славянский бульвар,3,385.0,2021,36.2,20.0,4.0,Монолитный,4,3,3,Без отделки,1,пассажирский
278264012,4,237825000,Кропоткинская,3,135.9,2024,36.2,18.1,3.1,Монолитный,2,5,6,Без отделки,1,пассажирский
279147830,5,400000000,Спортивная,9,315.7,2022,190.0,22.0,3.1,Монолитно-кирпичный,4,13,13,Без отделки,1,пассажирский
268828562,3,64632264,Лужники,3,101.1,2023,36.2,18.1,3.2,Монолитный,2,24,41,Предчистовая,2,пассажирский
283354188,1,6037136,Филатов Луг,13,32.27,2025,9.4,16.2,2.8,Монолитный,1,6,9,Чистовая,2,пассажирский
283354206,1,6347558,Филатов Луг,13,34.09,2025,10.6,16.4,2.8,Монолитный,1,3,9,Чистовая,2,пассажирский
270784718,1,6566784,Нахабино,21,32.0,2024,12.3,10.1,2.6,Монолитный,1,4,25,Чистовая,2,пассажирский
284075422,1,6604555,Филатов Луг,13,36.02,2025,11.1,16.7,2.8,Монолитный,1,2,9,Чистовая,2,пассажирский
277811158,1,6671200,Коммунарка,6,26.9,2025,8.8,9.3,2.8,Монолитный,1,5,21,Без отделки,1,пассажирский
281939385,1,7125690,Щербинка,13,36.3,2024,10.6,18.4,2.7,Монолитный,1,4,9,Чистовая,1,пассажирский
281410497,1,7184000,Пятницкое шоссе,31,32.0,2024,9.1,15.9,2.6,Монолитный,1,8,11,Чистовая,1,пассажирский
282379120,1,7403949,Щербинка,11,34.23,2024,10.1,16.0,2.6,Монолитный,1,4,17,Чистовая,2,пассажирский
272604821,1,7628025,Ольховая,15,30.3,2022,12.2,6.8,2.8,Монолитный,1,8,17,Без отделки,1,пассажирский
272604740,1,7675000,Ольховая,15,30.7,2022,12.6,6.8,2.8,Монолитный,1,12,17,Без отделки,1,пассажирский
282103264,1,7737788,Саларьево,15,32.2,2025,9.3,14.8,2.6,Монолитный,1,2,14,Чистовая,2,пассажирский
276377976,2,7846499,Пятницкое шоссе,15,42.2,2023,21.2,11.8,2.8,Монолитный,1,22,28,Чистовая,1,пассажирский
278498277,2,7827304,Саларьево,17,32.9,2024,19.9,5.7,2.6,Монолитный,1,2,18,Чистовая,4,пассажирский
279789059,1,7852798,Пятницкое шоссе,4,34.2,2025,10.6,15.5,2.8,Монолитный,1,16,19,Чистовая,2,пассажирский
279811418,2,7942194,Саларьево,17,32.2,2024,19.8,5.7,2.6,Монолитный,1,11,18,Чистовая,4,пассажирский
284502212,1,7999999,Прокшино,12,33.0,2023,14.0,10.0,2.8,Монолитный,1,12,17,Без отделки,1,пассажирский
278992768,1,7995000,Тушинская,6,27.5,2022,15.3,3.6,3.1,Монолитный,1,7,25,Чистовая,3,пассажирский
277999885,1,7905837,Говорово,13,32.58,2025,11.7,10.0,2.9,Монолитный,1,2,15,Без отделки,1,пассажирский
277811269,1,8036000,Коммунарка,6,32.8,2025,36.2,9.8,2.8,Монолитный,1,8,22,Без отделки,1,пассажирский
285818832,1,8000000,Хлебниково,15,32.65,2024,10.4,9.9,3.1,Монолитный,1,15,17,Чистовая,1,пассажирский
278968695,1,8000000,Улица Скобелевская,5,33.3,2023,13.9,10.6,3.1,Монолитный,1,12,14,Без отделки,1,пассажирский
283231153,1,8000000,Митино,7,32.5,2024,36.2,18.1,3.1,Монолитный,1,23,25,Чистовая,3,пассажирский
282103591,1,8100848,Филатов Луг,7,34.9,2025,10.1,17.0,2.6,Монолитный,1,2,14,Чистовая,1,пассажирский
282721805,1,8271979,Ольховая,14,33.2,2024,16.7,18.1,2.7,Панельный,1,8,8,Чистовая,1,пассажирский
284074052,1,8357440,Дегунино,4,32.8,2025,9.5,14.8,2.6,Монолитный,1,2,17,Чистовая,2,пассажирский
276594440,1,8321317,Водники,12,34.3,2023,13.8,10.9,2.8,Панельный,1,2,14,Предчистовая,1,пассажирский
284532031,1,8370000,Кантемировская,4,31.0,2025,36.2,18.1,2.7,Монолитный,1,5,26,Черновая,1,пассажирский
277999896,2,8389842,Говорово,13,37.81,2025,23.6,5.1,2.9,Монолитный,1,3,15,Без отделки,1,пассажирский
282798997,1,8309077,Ольховая,14,31.7,2024,14.9,18.1,2.7,Панельный,1,8,8,Чистовая,1,пассажирский
281819573,1,8445668,Красный Строитель,3,32.26,2025,9.4,16.4,2.7,Монолитный,1,15,33,Чистовая,4,пассажирский
270784887,1,8468658,Рижская,16,31.8,2023,15.2,9.7,2.6,Монолитный,1,13,21,Чистовая,3,пассажирский
283343099,1,8500000,Рассказовка,18,35.0,2023,11.5,14.3,2.8,Монолитный,1,7,14,Чистовая,1,пассажирский
277903507,1,8648308,Бунинская аллея,5,38.5,2024,14.1,14.6,3.0,Монолитный,1,2,16,Без отделки,1,грузовой
284667784,2,8617200,Дегунино,4,34.4,2025,20.8,5.3,2.6,Монолитный,1,4,33,Чистовая,4,пассажирский
284915163,1,8563084,Яхромская,7,34.6,2024,14.1,10.6,2.6,Монолитный,1,12,33,Чистовая,4,пассажирский
279636993,1,8592525,Калитники,10,30.09,2024,36.2,18.1,3.0,Монолитно-кирпичный,1,5,21,Без отделки,1,пассажирский
278142525,1,8635250,Бульвар Рокоссовского,3,32.5,2024,9.5,16.2,2.7,Монолитный,1,8,33,Чистовая,4,пассажирский
283847182,1,8710625,Стрешнево,6,27.5,2022,18.6,3.9,4.5,Монолитный,1,12,18,Без отделки,1,пассажирский
281850036,1,8739500,Аннино,3,38.5,2025,13.0,11.8,3.0,Монолитный,1,3,9,Без отделки,2,грузовой
271464099,1,8705913,Яхромская,7,34.6,2024,14.1,10.6,2.6,Монолитный,1,33,33,Чистовая,4,пассажирский
285818606,1,8650000,Хлебниково,15,34.82,2024,16.5,10.2,3.1,Монолитный,1,14,17,Чистовая,1,пассажирский
282647525,1,8797000,Ольховая,9,37.8,2022,18.3,18.1,2.8,Панельный,1,15,15,Чистовая,1,пассажирский
280889176,1,8788934,Аминьевская,6,34.1,2024,14.0,10.6,2.6,Монолитный,1,10,33,Предчистовая,4,пассажирский
279341802,1,8794578,Красный Строитель,5,35.62,2025,10.4,18.2,2.7,Монолитный,1,18,20,Чистовая,3,пассажирский
284948398,1,8750000,Бунинская аллея,3,36.0,2023,11.0,17.0,3.1,Монолитный,1,8,9,Чистовая,1,пассажирский
282704796,1,8759124,Ольховая,14,36.5,2024,19.3,18.1,2.7,Панельный,1,14,14,Чистовая,1,пассажирский
283354057,2,8886063,Филатов Луг,13,56.53,2025,23.5,20.7,2.8,Монолитный,1,2,9,Чистовая,1,пассажирский
277811160,2,8817900,Коммунарка,6,35.7,2025,10.3,15.2,2.8,Монолитный,1,6,21,Без отделки,1,пассажирский
277941206,2,8833500,Текстильщики,16,32.5,2024,20.0,4.4,2.6,Монолитный,1,12,17,Чистовая,2,пассажирский
280619433,1,8930540,Дегунино,4,36.2,2025,10.6,18.2,2.6,Монолитный,1,10,33,Чистовая,4,пассажирский
285086311,1,8982122,Бунинская аллея,17,35.6,2025,12.1,12.9,2.9,Монолитный,1,2,30,Без отделки,1,пассажирский
276091122,1,8988900,Бульвар Рокоссовского,3,36.1,2024,11.2,17.2,2.7,Монолитный,1,29,33,Чистовая,4,пассажирский
279105231,1,8947260,Рижская,17,37.8,2023,11.6,16.0,2.6,Монолитный,1,3,21,Чистовая,3,пассажирский
285858767,2,9080000,Хлебниково,15,36.32,2024,23.9,4.0,3.1,Монолитный,1,9,16,Чистовая,1,пассажирский
270784867,1,9022572,Рижская,16,33.8,2023,10.2,17.1,2.6,Монолитный,1,4,21,Чистовая,3,пассажирский
274325093,2,9069429,Пятницкое шоссе,31,45.1,2024,21.6,14.2,2.6,Монолитный,1,20,25,Чистовая,2,пассажирский
278117857,1,9127980,Бульвар Рокоссовского,10,34.2,2024,14.0,10.5,2.6,Монолитный,1,2,33,Чистовая,4,пассажирский
279706633,1,9196962,Улица Скобелевская,5,37.8,2024,13.1,12.6,3.0,Монолитный,1,2,16,Без отделки,1,пассажирский
282419384,1,9185700,Ольховая,9,40.6,2022,19.0,18.1,2.8,Панельный,1,2,15,Чистовая,1,пассажирский
282647527,1,9185700,Ольховая,9,40.6,2022,19.0,18.1,2.8,Панельный,1,2,15,Чистовая,1,пассажирский
285438371,1,9186414,Рассказовка,2,36.4,2025,12.1,18.1,3.1,Монолитный,1,8,9,Без отделки,1,пассажирский
282725554,1,9200628,Ольховая,10,43.8,2025,24.6,18.1,2.7,Панельный,1,13,14,Без отделки,1,пассажирский
283354027,2,9242509,Филатов Луг,13,59.39,2025,22.8,22.5,2.8,Панельный,2,3,9,Чистовая,1,грузовой
278117695,2,9203581,Нижегородская,5,32.51,2024,19.5,6.0,2.6,Монолитный,1,2,33,Чистовая,4,пассажирский
273873611,1,9336714,Бунинская аллея,15,36.1,2025,16.6,9.7,2.9,Монолитный,1,3,30,Без отделки,1,пассажирский
283354059,2,9263587,Филатов Луг,13,56.4,2025,23.5,20.6,2.8,Монолитный,1,2,9,Чистовая,2,пассажирский
283554282,2,9360000,Бибирево,19,36.0,2025,22.1,5.6,2.6,Монолитный,1,2,24,Чистовая,4,пассажирский
283547431,1,9373350,Отрадное,17,33.9,2025,10.2,15.9,2.6,Монолитный,1,2,24,Чистовая,3,пассажирский
283666309,1,9394200,Аминьевская,5,30.7,2025,11.5,14.2,2.6,Монолитный,1,3,33,Чистовая,4,пассажирский
279103121,1,9376217,Говорово,13,35.31,2025,11.1,15.0,2.9,Монолитный,1,2,15,Предчистовая,1,пассажирский
285646692,1,9404100,Селигерская,10,28.2,2024,12.1,9.0,2.9,Монолитный,1,2,33,Без отделки,1,пассажирский
285320793,2,9450000,Нижегородская,5,32.6,2023,9.5,16.1,2.7,Монолитный,1,6,27,Чистовая,1,пассажирский
281410337,1,9527471,Владыкино,8,34.1,2025,10.2,17.0,2.6,Монолитный,1,5,33,Чистовая,4,пассажирский
281861139,1,9486547,Ольховая,14,41.2,2024,19.3,18.1,2.7,Панельный,1,4,14,Чистовая,1,пассажирский
281850091,1,9540300,Аннино,3,41.3,2025,14.1,13.0,3.0,Монолитный,1,5,9,Без отделки,2,грузовой
277697950,2,9500000,Планерная,19,42.3,2023,23.7,5.3,3.1,Монолитный,1,2,14,Без отделки,1,пассажирский
284592394,2,9500000,Коммунарка,20,37.7,2022,22.9,5.7,3.0,Монолитный,1,4,15,Чистовая,1,пассажирский
284074560,1,9554706,Озёрная,12,34.5,2024,10.3,17.1,2.6,Монолитный,1,2,33,Предчистовая,4,пассажирский
278068653,2,9645916,Бунинская аллея,8,36.7,2024,11.2,15.6,3.0,Монолитный,1,2,15,Без отделки,1,грузовой
282402713,1,9634513,Угрешская,11,36.5,2024,9.6,18.8,2.9,Монолитный,1,16,30,Предчистовая,1,пассажирский
278977648,1,9643200,Нагатинская,5,32.8,2025,9.5,14.6,2.6,Монолитный,1,2,33,Чистовая,4,пассажирский
279103200,1,9575372,Говорово,13,36.06,2025,11.6,16.0,2.9,Монолитный,1,2,15,Предчистовая,1,пассажирский
284889972,1,9682746,Кожуховская,9,32.9,2025,15.6,10.0,5.9,Монолитный,1,3,24,Без отделки,1,пассажирский
273873968,2,9734665,Бунинская аллея,15,38.4,2025,11.2,15.4,2.9,Монолитный,1,4,30,Без отделки,3,грузовой
